image_id,skin_tone_group,split_name,image_height,image_width,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,bbox_width,bbox_height,lesion_pixels,lesion_area_fraction,core_lesion_purity,skin_percentage,lesion_spillover,marker_contamination,ruler_contamination,other_background_percentage,invalid_empty_fraction,skin_proxy_purity,has_marker,has_ruler,delta_l,delta_ita,delta_e_ab,delta_a,delta_b,delta_l_clean,delta_ita_clean,delta_e_ab_clean,delta_a_clean,delta_b_clean,core_valid_pixels,skin_valid_pixels,b_star_singular_pixels,morphological_difficulty_class_a,shape_complexity,contour_tortuosity,scale_difficulty,boundary_gradient,boundary_ambiguity_class_c,is_synthetic_rendering
000115,FST_V_VI_Dark,test_dark,256,256,104,144,141,174,37,30,751,0.011459,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.9678,20.392,17.8717,2.5938,4.9766,16.9678,20.392,17.8717,2.5938,4.9766,258,1420,0,0.313,0.2199,0.1534,0.7849,154.5165,0.6137,True
000121,FST_V_VI_Dark,test_dark,256,256,129,99,137,109,8,10,61,0.000931,1.0,0.681818,0.0,0.318182,0.0,0.0,0.0,0.681818,True,False,16.4886,18.5182,17.4139,3.5547,4.3281,17.6575,21.7853,18.5864,1.7031,5.5469,23,88,0,0.3169,0.1469,0.1548,0.9852,278.461,0.3038,True
000124,FST_V_VI_Dark,test_dark,256,256,47,127,68,156,21,29,496,0.007568,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,False,10.7605,-84.1766,100.9873,49.5625,-87.3281,17.041,20.7201,17.9652,2.5312,5.0938,163,724,0,0.3034,0.1916,0.1182,0.8605,32.6754,0.9183,True
000125,FST_V_VI_Dark,test_dark,256,256,10,87,142,224,132,137,8390,0.128021,0.735397,0.603922,0.0,0.0,0.0,0.396078,0.0,1.0,False,False,15.6311,17.1331,16.0869,1.625,3.4375,15.6311,17.1331,16.0869,1.625,3.4375,4462,17441,0,0.3346,0.5983,0.1181,0.0,154.315,0.6142,True
000127,FST_V_VI_Dark,test_dark,256,256,80,156,87,162,7,6,29,0.000443,1.0,0.808824,0.0,0.191176,0.0,0.0,0.0,0.808824,True,False,16.3696,13.8961,16.8021,3.7109,0.7578,16.8243,15.7126,17.0761,2.5938,1.3438,5,68,0,0.3371,0.196,0.1346,0.9937,287.8033,0.2805,True
000132,FST_V_VI_Dark,test_dark,256,256,93,103,124,123,31,20,482,0.007355,1.0,0.725316,0.0,0.274684,0.0,0.0,0.0,0.725316,True,False,16.5222,17.0117,17.2513,3.75,3.25,16.9495,18.8833,17.6752,2.9688,4.0391,146,790,0,0.3218,0.2081,0.1493,0.8645,298.9775,0.2526,True
000133,FST_V_VI_Dark,test_dark,256,256,112,150,136,176,24,26,500,0.007629,1.0,0.810484,0.0,0.189516,0.0,0.0,0.0,0.810484,True,False,16.275,18.9438,17.2813,3.9375,4.2734,16.6107,21.3477,17.6133,2.4844,5.3047,160,744,0,0.2863,0.1466,0.1373,0.8589,178.5171,0.5537,True
000137,FST_V_VI_Dark,test_dark,256,256,124,161,164,183,40,22,693,0.010574,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.7908,20.4757,17.7573,2.8281,5.0391,16.7908,20.4757,17.7573,2.8281,5.0391,192,1160,0,0.3036,0.2155,0.1178,0.8024,156.0137,0.61,True
000146,FST_V_VI_Dark,test_dark,256,256,59,202,71,211,12,9,69,0.001053,0.933333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.7236,18.7107,17.5142,3.4453,3.8984,16.7236,18.7107,17.5142,3.4453,3.8984,30,126,0,0.4412,0.3723,0.1944,0.9837,154.5577,0.6136,True
000152,FST_V_VI_Dark,test_dark,256,256,132,151,140,164,8,13,78,0.00119,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.6779,20.5462,17.6392,2.7422,5.0469,16.6779,20.5462,17.6392,2.7422,5.0469,28,124,0,0.3768,0.2667,0.1574,0.9809,151.8446,0.6204,True
000153,FST_V_VI_Dark,test_dark,256,256,99,80,118,97,19,17,224,0.003418,1.0,0.863184,0.0,0.136816,0.0,0.0,0.0,0.863184,True,False,16.6382,19.3623,17.3364,2.4609,4.2031,16.9464,20.5098,17.6782,1.9688,4.6328,80,402,0,0.3865,0.2839,0.1888,0.9397,243.8006,0.3905,True
000160,FST_V_VI_Dark,test_dark,256,256,152,123,192,154,40,31,868,0.013245,1.0,0.950633,0.0,0.049367,0.0,0.0,0.0,0.950633,True,False,16.7786,20.4131,17.8213,3.3047,5.0156,16.9373,21.0049,17.9677,3.1406,5.1094,294,1580,0,0.3339,0.2629,0.1742,0.7508,170.1102,0.5747,True
000163,FST_V_VI_Dark,test_dark,256,256,69,149,87,179,18,30,412,0.006287,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.5588,20.1567,17.444,2.9141,4.6484,16.5588,20.1567,17.444,2.9141,4.6484,136,656,0,0.3257,0.2201,0.1288,0.8849,152.5658,0.6186,True
000170,FST_V_VI_Dark,test_dark,256,256,102,78,142,111,40,33,1060,0.016174,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.9983,21.2248,18.0424,2.5,5.5078,16.9983,21.2248,18.0424,2.5,5.5078,331,1620,0,0.2486,0.1556,0.1071,0.6931,156.7646,0.6081,True
000171,FST_V_VI_Dark,test_dark,256,256,121,118,134,128,13,10,100,0.001526,1.0,0.367647,0.0,0.632353,0.0,0.0,0.0,0.367647,True,False,11.0016,-83.7348,101.3042,50.2344,-87.2812,17.1356,21.7939,18.2016,2.5938,5.5625,42,136,0,0.3686,0.265,0.1371,0.9748,192.3604,0.5191,True
000172,FST_V_VI_Dark,test_dark,256,256,47,56,244,181,197,125,17335,0.264511,1.0,0.989117,0.0,0.010883,0.0,0.0,0.0,0.989117,True,False,16.8396,20.555,17.7636,2.6406,5.0,16.8396,20.7164,17.7813,2.6406,5.0625,6079,23247,0,0.2572,0.4293,0.1418,0.0,163.4068,0.5915,True
000181,FST_V_VI_Dark,test_dark,256,256,124,116,141,124,17,8,110,0.001678,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.745,20.5535,17.7695,3.3828,4.8906,16.745,20.5535,17.7695,3.3828,4.8906,33,164,0,0.3924,0.3144,0.1357,0.9724,162.4988,0.5938,True
000190,FST_V_VI_Dark,test_dark,256,256,99,96,129,135,30,39,906,0.013824,1.0,0.941062,0.0,0.0,0.058938,0.0,0.0,0.941062,False,True,16.8945,20.362,17.7077,2.7578,4.5312,16.7389,19.8671,17.6341,2.8125,4.7812,263,1544,91,0.2657,0.1563,0.1328,0.7388,153.1194,0.6172,True
000192,FST_V_VI_Dark,test_dark,256,256,126,102,149,119,23,17,301,0.004593,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,17.0441,21.7224,18.1164,2.8672,5.4297,17.0441,21.7224,18.1164,2.8672,5.4297,96,484,0,0.3249,0.2052,0.1295,0.9173,155.6617,0.6108,True
000195,FST_V_VI_Dark,test_dark,256,256,107,142,127,157,20,15,218,0.003326,1.0,0.807692,0.0,0.192308,0.0,0.0,0.0,0.807692,True,False,17.0929,19.7726,18.0546,3.5938,4.5703,17.0929,20.537,18.1092,3.0312,5.1562,69,390,0,0.3526,0.2298,0.1649,0.9413,212.8071,0.468,True
000200,FST_V_VI_Dark,test_dark,256,256,79,92,122,138,43,46,1406,0.021454,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.8976,20.7623,17.8418,2.6484,5.0781,16.8976,20.7623,17.8418,2.6484,5.0781,448,2572,0,0.2475,0.1803,0.1313,0.5898,155.0009,0.6125,True
000202,FST_V_VI_Dark,test_dark,256,256,24,79,108,194,84,115,7515,0.11467,1.0,0.846597,0.0,0.153403,0.0,0.0,0.0,0.846597,True,False,16.687,19.5207,17.5945,3.1406,4.6094,16.98,20.3492,17.8,2.1094,4.9062,2329,12138,0,0.1268,0.1772,0.1276,0.0,165.6619,0.5858,True
000206,FST_V_VI_Dark,test_dark,256,256,88,108,129,131,41,23,721,0.011002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.8091,20.0056,17.6491,2.6953,4.6562,16.8091,20.0056,17.6491,2.6953,4.6562,228,1192,0,0.3215,0.2445,0.1346,0.7945,154.9895,0.6125,True
000207,FST_V_VI_Dark,test_dark,256,256,132,139,141,149,9,10,66,0.001007,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.7419,18.5891,17.551,3.4453,3.9844,16.7419,18.5891,17.551,3.4453,3.9844,30,92,0,0.3342,0.159,0.1932,0.9838,153.1783,0.6171,True
000208,FST_V_VI_Dark,test_dark,256,256,140,150,152,167,12,17,151,0.002304,1.0,0.479675,0.0,0.520325,0.0,0.0,0.0,0.479675,True,False,10.8551,-82.6846,100.3975,49.8359,-86.4766,16.8243,22.2681,18.2226,3.2891,6.1797,54,246,0,0.3441,0.2212,0.1382,0.9603,210.0446,0.4749,True
000214,FST_V_VI_Dark,test_dark,256,256,91,172,107,183,16,11,146,0.002228,1.0,0.818966,0.0,0.181034,0.0,0.0,0.0,0.818966,True,False,16.2262,15.6715,17.0154,4.5781,2.2969,16.5466,17.9729,17.1618,3.1328,3.3047,38,232,0,0.3418,0.218,0.1346,0.962,214.7337,0.4632,True
000215,FST_V_VI_Dark,test_dark,256,256,128,104,141,114,13,10,99,0.001511,1.0,0.845588,0.0,0.154412,0.0,0.0,0.0,0.845588,True,False,16.8488,18.9997,17.3481,1.6484,3.7891,16.9861,20.0928,17.5552,0.6172,4.3906,40,136,0,0.3431,0.2111,0.1417,0.975,227.5022,0.4312,True
000216,FST_V_VI_Dark,test_dark,256,256,90,106,160,175,70,69,3795,0.057907,1.0,0.952201,0.0,0.047799,0.0,0.0,0.0,0.952201,True,False,16.7908,20.358,17.703,2.6328,4.9531,16.9006,20.8867,17.82,2.4766,5.0781,1160,6088,0,0.0997,0.1274,0.1199,0.0,147.5852,0.631,True
000226,FST_V_VI_Dark,test_dark,256,256,110,117,134,135,24,18,298,0.004547,0.966667,0.753968,0.0,0.246032,0.0,0.0,0.0,0.753968,True,False,16.2048,17.612,17.0135,3.8438,3.4766,16.4734,19.0575,17.3627,3.625,4.1172,116,504,0,0.3551,0.2665,0.1272,0.9184,204.6623,0.4883,True
000231,FST_V_VI_Dark,test_dark,256,256,94,119,119,138,25,19,322,0.004913,1.0,0.79097,0.0,0.20903,0.0,0.0,0.0,0.79097,True,False,16.5894,18.9257,17.5212,3.7578,4.2031,16.9617,21.9872,18.054,2.8281,5.5,113,598,0,0.3438,0.2241,0.1652,0.9109,226.9029,0.4327,True
000232,FST_V_VI_Dark,test_dark,256,256,178,160,208,200,30,40,912,0.013916,1.0,0.620513,0.0,0.242308,0.137179,0.0,0.0,0.620513,True,True,16.5771,19.8374,17.205,3.125,3.3828,16.9739,22.2119,18.0963,2.4375,5.7812,271,1560,214,0.3167,0.2574,0.1344,0.7385,240.8773,0.3978,True
000233,FST_V_VI_Dark,test_dark,256,256,123,71,163,100,40,29,971,0.014816,1.0,0.850704,0.0,0.122535,0.0,0.026761,0.0,0.877465,True,False,16.7114,19.7024,17.6452,3.1797,4.6875,17.0654,20.8896,18.0134,2.7031,5.0938,291,1420,0,0.2385,0.1306,0.0975,0.7195,176.8277,0.5579,True
000239,FST_V_VI_Dark,test_dark,256,256,129,126,157,153,28,27,616,0.009399,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.864,21.1371,17.8994,2.875,5.2656,16.864,21.1371,17.8994,2.875,5.2656,181,966,0,0.2505,0.1108,0.1006,0.8244,155.6038,0.611,True
000241,FST_V_VI_Dark,test_dark,256,256,72,110,118,150,46,40,1498,0.022858,1.0,0.858898,0.0,0.0,0.141102,0.0,0.0,0.858898,False,True,16.98,21.879,17.7387,2.3047,4.5859,16.7664,19.9304,17.7183,3.25,4.7188,422,2360,333,0.2417,0.1853,0.1212,0.5633,163.4094,0.5915,True
000242,FST_V_VI_Dark,test_dark,256,256,32,56,189,191,157,135,1976,0.030151,0.119592,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.1526,1.0651,0.4701,0.1406,0.4219,0.1526,1.0651,0.4701,0.1406,0.4219,5278,25089,0,0.3353,0.2483,0.1601,0.8155,162.8083,0.593,True
000246,FST_V_VI_Dark,test_dark,256,256,140,121,159,134,19,13,190,0.002899,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,16.687,20.5122,17.6532,3.1172,4.8438,16.687,20.5122,17.6532,3.1172,4.8438,62,304,0,0.3526,0.2421,0.1389,0.9495,157.7382,0.6057,True
000247,FST_V_VI_Dark,test_dark,256,256,151,166,170,186,19,20,305,0.004654,1.0,0.344898,0.0,0.655102,0.0,0.0,0.0,0.344898,True,False,10.9863,-83.5327,100.8765,49.5625,-87.1719,16.9556,21.42,18.0738,3.0156,5.4844,87,490,0,0.326,0.2091,0.1272,0.9162,155.5324,0.6112,True
